customer_id;age;gender;subscription_type;watch_hours;last_login_days;region;device;monthly_fee;payment_method;number_of_profiles;avg_watch_time_per_day;favorite_genre
41750832-10x6-4ye6-ae6y-494a1x849z0a;47;Female;Basic;16,29;57;North America;Tablet;8,99;Credit Card;3;0,28;Horror
e55e1e83-x28x-4691-a909-185781512ae0;25;Other;Basic;35,36;34;Oceania;Tablet;8,99;Crypto;5;1,01;Sci-Fi
1ax376y4-xz63-48e2-92ea-1f2f94x583ye;59;Female;Standard;20,89;27;Africa;Laptop;13,99;Debit Card;2;0,75;Horror
79x11806-228a-4faz-8270-a7x65y9yeyf7;39;Other;Premium;1,83;12;Africa;Mobile;17,99;Credit Card;3;0,14;Romance
z69ffx1y-443e-47a7-ay67-z304ee8eye03;27;Other;Basic;65,86;40;Europe;Mobile;8,99;Debit Card;5;1,61;Sci-Fi
yff04a7a-z133-49e2-9a12-16y9y89y1a7a;68;Other;Premium;38,25;16;South America;Desktop;17,99;Credit Card;3;2,25;Sci-Fi
2x6e45f9-y626-4f26-z7ya-7fzea55a3773;26;Other;Standard;24,14;18;Oceania;Laptop;13,99;Debit Card;1;1,27;Horror
78a91z6f-0e0a-4432-z7yf-170f0x378356;49;Female;Standard;10,83;56;Europe;Mobile;13,99;Gift Card;1;0,19;Sci-Fi
ye4ze12e-y15f-46e0-8026-f3e4935x04z4;41;Other;Basic;9,25;47;Oceania;Desktop;8,99;Debit Card;5;0,19;Drama
1y8ey967-8010-404z-z7x6-767a09e543zy;27;Male;Standard;0,43;27;Europe;Laptop;13,99;PayPal;2;0,02;Sci-Fi
a35353za-7e5x-4a4e-z1e2-851z4ye3ex64;20;Male;Standard;41,67;44;Oceania;Tablet;13,99;Debit Card;2;0,93;Sci-Fi
az117f6f-73fy-4211-z264-xz6211zx97f3;51;Other;Premium;8;11;South America;TV;17,99;Crypto;1;0,67;Sci-Fi
a060eae1-66yy-4f52-9aef-x512yyy77f47;32;Other;Standard;21,32;13;Asia;Tablet;13,99;Crypto;5;1,52;Sci-Fi
1663f5xa-a60e-41x7-a9ae-5704f4y7a196;23;Female;Standard;31,27;10;Oceania;Mobile;13,99;Debit Card;4;2,84;Drama
24ze0465-3zee-4952-zy5z-8z0227a6zaaa;60;Male;Standard;14,57;40;Africa;TV;13,99;Gift Card;4;0,36;Romance
a952x34f-2ey1-4xaf-9ee0-9y06351yaa91;39;Other;Standard;8,27;36;South America;Laptop;13,99;Gift Card;2;0,22;Documentary
f7z5a5x9-ye05-4088-8839-e0ee991872ey;70;Male;Basic;5,45;42;South America;Mobile;8,99;Gift Card;5;0,13;Drama
8f38ef25-91a6-42e2-947f-9x9x094a2x0x;34;Male;Standard;22,28;51;South America;Mobile;13,99;PayPal;1;0,43;Drama
2756a817-e711-4a26-z146-2e793e01x065;42;Male;Basic;14,77;29;Europe;Mobile;8,99;Gift Card;3;0,49;Horror
f1zzy7ey-707x-4x01-z7fy-yez06zx4xe36;32;Female;Standard;2,34;32;Oceania;Mobile;13,99;Crypto;5;0,07;Action
4z488eyx-4021-414z-9e79-052a51e982e6;50;Other;Premium;21,92;6;Asia;Mobile;17,99;PayPal;1;3,13;Documentary
2919e65z-e387-49f7-8afa-26z4yz2f5x35;26;Male;Standard;2,48;56;Asia;Laptop;13,99;Credit Card;4;0,04;Documentary
aze07eya-x0xf-4a23-8z09-738a81049742;29;Other;Premium;16,41;25;South America;Mobile;17,99;PayPal;5;0,63;Drama
03e076ee-865e-440a-zf29-41053x4f0z3z;60;Female;Standard;9,16;37;North America;Tablet;13,99;Gift Card;5;0,24;Romance
37yfyx56-9185-4y3x-8049-8ay6z15e6yzz;58;Male;Premium;11,98;41;South America;Tablet;17,99;Crypto;4;0,29;Romance
7e65ef60-0906-4e1e-9z54-z8x89yefxxae;55;Female;Standard;14,39;54;Oceania;TV;13,99;Credit Card;3;0,26;Romance
5y619083-1760-4a87-a00a-3ya15ffyyf0y;60;Male;Premium;9,15;18;Oceania;Desktop;17,99;Debit Card;1;0,48;Drama
4x396fff-770y-4879-az7x-562yx5347x99;24;Other;Premium;2,98;11;Europe;TV;17,99;PayPal;2;0,25;Drama
e1y24850-9za6-4z3y-z64y-z3xy0e49a8f0;30;Male;Standard;29,21;2;Asia;Mobile;13,99;PayPal;3;9,74;Romance
80ae474f-2e01-4732-a930-00x3e2yx07za;44;Female;Premium;9,89;25;South America;Desktop;17,99;Credit Card;4;0,38;Comedy
e9y0e33y-x11y-49fe-8y0a-7yx7y19zyyz6;63;Other;Basic;18,77;56;South America;Mobile;8,99;Crypto;2;0,33;Sci-Fi
ez61a935-8xzz-40yy-83ez-a4z86a1y5f82;22;Male;Standard;13,57;3;Oceania;Tablet;13,99;Debit Card;4;3,39;Documentary
6ef75419-014x-484f-z0z5-ax892xy6355a;49;Male;Standard;3,91;10;Oceania;TV;13,99;Gift Card;3;0,36;Romance
78881z37-93a3-40e3-af3f-0ex648260308;46;Other;Standard;16,42;58;Africa;Mobile;13,99;Debit Card;2;0,28;Comedy
3e5ya0e8-0ee4-442y-a7x5-42e317f42e32;46;Female;Premium;2,09;36;North America;Mobile;17,99;Debit Card;3;0,06;Sci-Fi
1ef03e82-e34y-4y29-z256-z321z3a5ye99;48;Female;Basic;5,22;51;Europe;TV;8,99;Gift Card;2;0,1;Documentary
74321z67-ea33-4478-a9a2-a5x32e6eaz48;34;Female;Standard;11,95;47;South America;Laptop;13,99;Debit Card;5;0,25;Comedy
5a8za2fz-5253-47fx-8008-44384430exf1;27;Male;Standard;7,3;54;South America;TV;13,99;Credit Card;3;0,13;Action
za7257x0-99y8-4y55-a657-6537ez677xfz;42;Other;Standard;0,45;15;Africa;Laptop;13,99;Gift Card;5;0,03;Romance
fa287y41-72yx-40a9-82z6-1fy0737az235;34;Other;Premium;1,59;8;South America;Laptop;17,99;Crypto;5;0,18;Action
09054f5f-12f8-4050-a4a3-0200272xaaa0;63;Male;Standard;0,4;0;North America;TV;13,99;PayPal;4;0,4;Comedy
900x8e75-3067-4xfz-8193-9f2a21e0678e;63;Other;Basic;59,23;27;Oceania;Desktop;8,99;Debit Card;2;2,12;Comedy
e158767x-x404-4y70-9az1-xf830ze9x0x7;52;Other;Premium;26,94;6;North America;Desktop;17,99;Crypto;3;3,85;Documentary
804256f3-09z1-43a2-9e9z-2e12ex16yffe;44;Other;Premium;7,91;7;South America;Mobile;17,99;Debit Card;1;0,99;Documentary
210z9y3e-61zx-419z-842x-72ex78x38e9e;32;Female;Basic;8,12;36;Oceania;Laptop;8,99;Debit Card;5;0,22;Drama
5az5431x-4185-4z4f-ze21-4183473aa0a9;28;Female;Premium;4,1;55;Oceania;Desktop;17,99;PayPal;2;0,07;Sci-Fi
ez0x1e13-35z7-472y-a39y-y5211ezz80e4;39;Other;Standard;23,44;22;Oceania;TV;13,99;Debit Card;5;1,02;Comedy
83f21fz5-7yfa-45e9-875e-819y773032fz;51;Other;Standard;16,03;48;Africa;Tablet;13,99;Crypto;4;0,33;Romance
33zya94a-0z75-4ax7-z4fe-xz44yfxx6992;53;Male;Standard;7,88;23;South America;TV;13,99;Credit Card;1;0,33;Horror
ay790561-30za-49xa-z38z-56e3f1x6898x;50;Female;Premium;3,81;53;Europe;Mobile;17,99;Gift Card;1;0,07;Sci-Fi
1z49az1z-80y6-48a5-8fa2-99155z0x743x;37;Male;Premium;6,42;3;North America;Laptop;17,99;Debit Card;1;1,6;Comedy
2053f03y-0aff-41z0-ze01-z4z81f0z1y6z;69;Female;Basic;33,34;42;Asia;Laptop;8,99;Gift Card;3;0,78;Romance
77z85y42-y67x-4876-z26z-6az89ex8zzaf;26;Female;Standard;20,2;46;North America;Desktop;13,99;Crypto;5;0,43;Sci-Fi
6z608954-fz0e-409e-zz61-f6z97fea7fz5;38;Female;Basic;23,78;1;Oceania;Desktop;8,99;Credit Card;2;11,89;Action
7fy041a7-0fx1-44e9-z505-6xx1e752a78y;50;Other;Basic;7,86;55;Asia;TV;8,99;Gift Card;1;0,14;Drama
yx3x65e9-6653-4206-8809-0665721a1af5;61;Other;Standard;4,69;45;Asia;Mobile;13,99;Crypto;3;0,1;Horror
x7fzf7x7-9302-402y-a84e-x8303xexy8yx;54;Other;Premium;6,83;53;Oceania;TV;17,99;Debit Card;4;0,13;Documentary
4715e1y8-4447-49fz-aaf6-x1f7yxy5a4a3;66;Male;Basic;56,24;2;North America;Laptop;8,99;Credit Card;4;18,75;Romance
e6x043fa-2xx1-45x0-876y-a7y704f2ye1f;39;Female;Basic;17,35;29;South America;Tablet;8,99;PayPal;4;0,58;Horror
84e37x64-6055-4386-za92-21x96a511z3z;27;Male;Basic;4,61;42;Asia;Mobile;8,99;Crypto;2;0,11;Comedy
z16y9135-2798-4e1x-a48a-1x9y64x459f2;62;Female;Basic;9,41;31;Asia;TV;8,99;Credit Card;1;0,29;Drama
029e94z4-zy1y-4602-a8ef-7fe92y78f4y2;22;Male;Premium;7,49;29;Europe;Mobile;17,99;Gift Card;2;0,25;Romance
28y6e751-2511-479x-83y1-455a6e1fy02a;61;Female;Standard;39,09;5;Europe;Tablet;13,99;PayPal;1;6,52;Documentary
727e553f-x207-4563-9a00-8x82561e7817;49;Other;Basic;25,4;47;North America;Laptop;8,99;Crypto;4;0,53;Documentary
3f14x6e0-xx02-4fe1-82ff-zx5yey08118z;32;Female;Premium;18,28;10;South America;Desktop;17,99;Credit Card;4;1,66;Action
43y2a767-ax49-4977-z9z7-e87e81e9e93x;49;Other;Premium;6,23;12;Europe;Laptop;17,99;Debit Card;2;0,48;Drama
2z7zf795-yyef-4zya-93a6-x00318z73y50;38;Male;Standard;1,21;21;South America;TV;13,99;PayPal;4;0,06;Romance
f1200806-6780-4z17-z062-50507384f5ye;29;Male;Standard;0,48;29;Asia;TV;13,99;Debit Card;3;0,02;Action
e3a57085-5027-4193-90fx-91z31x51ffe8;47;Female;Premium;14,8;43;Europe;TV;17,99;Credit Card;3;0,34;Romance
214yz42y-z964-4040-9y71-0251fz9a4a1e;56;Other;Basic;1,22;23;North America;TV;8,99;PayPal;5;0,05;Horror
e8e2671z-ef4f-4x9z-a1z3-0z642a8eff25;23;Other;Standard;7,45;41;Asia;Desktop;13,99;Crypto;3;0,18;Action
4x29e9ee-x620-4826-934a-0ax009294493;28;Male;Premium;15,45;44;South America;Desktop;17,99;Crypto;4;0,34;Drama
eyz0426z-5580-4337-a6y4-axx3z523895x;19;Male;Standard;0,95;22;Asia;Laptop;13,99;Credit Card;2;0,04;Documentary
83a192a7-6748-40zy-a60z-004e4a03e87z;52;Female;Basic;34,13;32;South America;Desktop;8,99;Crypto;3;1,03;Comedy
85420440-ezf6-49e6-af14-16079557z57a;62;Other;Premium;10,02;33;Africa;TV;17,99;PayPal;2;0,29;Comedy
57212xyz-1x06-4x90-8679-277113x72959;28;Male;Basic;48,58;10;North America;Laptop;8,99;Debit Card;2;4,42;Drama
69f107ax-0x39-475x-850e-6x718x486ae4;43;Female;Premium;7,18;14;Europe;Mobile;17,99;Gift Card;5;0,48;Romance
18a5612x-f555-46y6-ax9a-ey247y068y0e;62;Female;Basic;12;27;Asia;TV;8,99;Crypto;2;0,43;Drama
yy8ey647-33y7-46yf-af2z-141363y9314f;45;Male;Standard;13,11;8;Asia;Laptop;13,99;Gift Card;1;1,46;Sci-Fi
63y3x866-4y2f-4z50-9e58-332a2zzea4e5;68;Female;Basic;1,91;57;Africa;Desktop;8,99;Debit Card;3;0,03;Sci-Fi
981z303z-y6yx-438a-9e2a-x360xz261z75;24;Other;Basic;0,17;25;South America;TV;8,99;Debit Card;5;0,01;Comedy
z6a5e8ya-yyx7-4fya-a1x3-949zffy746yf;45;Male;Basic;6,78;23;Asia;Laptop;8,99;PayPal;2;0,28;Sci-Fi
y3zz2207-5913-4675-9977-5a1a64xe72e1;64;Male;Standard;46,62;48;Asia;Laptop;13,99;PayPal;3;0,95;Horror
ay6x762a-91z1-494e-9ye5-yxyyfx177f90;21;Female;Basic;1,31;10;South America;Mobile;8,99;Debit Card;2;0,12;Comedy
9084x77f-70y5-4e36-91f5-57f8f36y20y7;66;Other;Basic;0,83;30;Europe;Laptop;8,99;PayPal;5;0,03;Comedy
z2zf8y40-7a2a-4695-8a51-354e6021337e;59;Female;Premium;4,67;13;Oceania;Mobile;17,99;PayPal;5;0,33;Action
75213958-6f81-4fy1-a446-5eafz01xya12;25;Other;Premium;48,76;47;North America;Laptop;17,99;Crypto;1;1,02;Romance
eax37a59-af0e-4yx8-a764-f2yxze727457;55;Male;Basic;3,76;22;Asia;Desktop;8,99;Crypto;4;0,16;Romance
91z02759-584x-4f29-z1a4-5818311708x1;46;Female;Basic;0,49;35;Africa;Mobile;8,99;Gift Card;3;0,01;Drama
2z8e4729-3x02-40e1-86za-7yz9241z7f80;41;Male;Basic;10,68;14;Europe;Laptop;8,99;Gift Card;5;0,71;Drama
10fe2x39-3e7a-4fx6-afef-fx7885f1fx16;63;Female;Premium;15,93;31;Oceania;Mobile;17,99;PayPal;3;0,5;Documentary
8f256yz4-ez43-4eaf-a0f9-ee1436424z70;27;Male;Premium;11,44;54;South America;Laptop;17,99;Crypto;3;0,21;Horror
47787f39-8e7e-44fz-z179-442e3735f82f;50;Male;Premium;4,6;6;North America;Tablet;17,99;PayPal;4;0,66;Sci-Fi
z6083e69-466z-43ff-zx61-x835ff91xfae;42;Female;Standard;27,93;59;Asia;TV;13,99;Crypto;4;0,47;Horror
225a3fz2-e273-4726-a0f3-0fea1aa6f0y9;60;Female;Standard;0,76;59;North America;Desktop;13,99;Credit Card;2;0,01;Romance
zxfa953f-4810-434e-a574-205313689450;22;Other;Premium;3,24;5;South America;Laptop;17,99;Gift Card;4;0,54;Romance
9f3553ax-x5z2-4x08-85f8-1560403a619x;67;Female;Premium;5,4;3;Asia;Mobile;17,99;PayPal;2;1,35;Sci-Fi
11ea4551-84fx-4x94-z679-4a8f5x4fx69a;50;Other;Premium;1,21;44;Europe;Tablet;17,99;Credit Card;1;0,03;Action
6a2y245y-1y2z-4aaz-8133-182y39000z3a;64;Other;Premium;15;24;Asia;Desktop;17,99;Crypto;2;0,6;Documentary
435yyyez-38f8-40a8-86ez-7629zx3x9y54;26;Female;Premium;5,22;24;Asia;Laptop;17,99;Gift Card;5;0,21;Action
437ee4e8-fy39-4e80-99a5-3e8aa461522a;37;Female;Premium;0,52;37;North America;TV;17,99;PayPal;4;0,01;Documentary
3a541439-f431-4fzy-9f60-8434x47eaae8;64;Male;Standard;8,35;32;Africa;TV;13,99;Credit Card;2;0,25;Action
28y544f1-3e87-4ae2-zx03-8zz94284z82y;32;Female;Standard;13,49;8;Africa;Desktop;13,99;Gift Card;4;1,5;Sci-Fi
9927198y-86e3-4f28-a6ye-397ayy4yaf69;39;Other;Premium;3,98;39;Asia;Tablet;17,99;Debit Card;3;0,1;Drama
2381eya7-1a48-4zfz-8xaz-y7a632ex0058;66;Male;Standard;0,24;13;Oceania;Tablet;13,99;Crypto;5;0,02;Action
y6e7xyy7-f791-40a3-ay2e-7604z3a98468;57;Male;Premium;20;41;South America;Laptop;17,99;Debit Card;2;0,48;Drama
0986188z-fz15-47a9-afy2-8a22y131768f;53;Female;Basic;20,8;27;Asia;Mobile;8,99;Gift Card;5;0,74;Comedy
51846af3-4ee8-4383-z77e-y7941ff99e4f;36;Other;Basic;0,95;41;North America;Desktop;8,99;Gift Card;5;0,02;Documentary
872exz94-4351-4086-z95a-9e27431yy43f;67;Female;Premium;3,33;11;Europe;Mobile;17,99;Crypto;3;0,28;Action
5387ez2x-2e8e-47aa-a12f-9202951e5f69;32;Other;Basic;5,21;9;Asia;Laptop;8,99;Gift Card;2;0,52;Romance
887211af-46f5-4170-z67x-ae4z857a3e02;48;Male;Premium;8,82;1;South America;Laptop;17,99;PayPal;5;4,41;Romance
19yef185-673z-4519-9fz2-yx85a59f6528;32;Female;Basic;3,15;26;North America;Laptop;8,99;Debit Card;2;0,12;Comedy
398y5457-ayaa-41z1-887y-ez2z44578430;50;Other;Premium;75,9;40;South America;Mobile;17,99;Crypto;5;1,85;Action
87224324-13x4-4y0y-z5a2-8f782y47yyyx;55;Female;Premium;3,27;21;South America;TV;17,99;PayPal;1;0,15;Action
67yf164x-x961-4310-8646-8z5792f20876;41;Other;Basic;4,15;39;Asia;Laptop;8,99;PayPal;5;0,1;Comedy
5y55ezz6-04ay-4x5x-9x7y-32ea910y88za;34;Male;Premium;13,49;51;South America;Tablet;17,99;Debit Card;1;0,26;Horror
xe02yxxx-08a6-42fe-99zy-06yy033f2zx5;26;Female;Premium;26,05;42;South America;Tablet;17,99;Crypto;4;0,61;Sci-Fi
x625591a-3zzy-429e-a938-e0y608x79z57;59;Female;Premium;8,86;35;Africa;Laptop;17,99;Debit Card;5;0,25;Drama
51902957-4x34-4297-ae4z-fz94z2467e14;58;Female;Premium;8,74;49;Africa;Laptop;17,99;Debit Card;1;0,17;Romance
42y50042-91a6-424a-z693-29x883255e61;22;Male;Basic;0,8;35;Oceania;TV;8,99;Gift Card;1;0,02;Sci-Fi
5ax29y73-f218-4yz0-z44y-628973888y49;44;Other;Basic;16,91;23;Africa;Mobile;8,99;Crypto;4;0,7;Romance
226y0013-0f4e-437e-a087-e806934fy1fz;62;Male;Basic;7,12;10;North America;Desktop;8,99;Gift Card;1;0,65;Drama
5952e659-zaz6-482a-96y4-f44z828ze07a;20;Female;Standard;5,68;54;North America;TV;13,99;Gift Card;3;0,1;Sci-Fi
07yzy13x-y375-4955-a2a8-15fx519y8740;49;Female;Basic;18,19;23;Europe;Mobile;8,99;Gift Card;3;0,76;Sci-Fi
xzz5x434-8a56-41f9-87ez-1yf8xy563z1z;52;Male;Premium;10,14;42;Europe;Laptop;17,99;Credit Card;5;0,24;Drama
40f121yf-8yy7-4e5a-zf91-xfa99f774zya;69;Other;Premium;20,85;57;North America;Laptop;17,99;Gift Card;4;0,36;Drama
4ze265z7-f86a-4x63-913x-f15259zzy9ax;55;Other;Premium;14,3;32;Africa;TV;17,99;Gift Card;5;0,43;Drama
4z9yxe42-026y-4e54-a2x5-y417ffya15ay;51;Female;Standard;18,3;56;Africa;TV;13,99;Debit Card;3;0,32;Horror
yx892f9f-z0e1-4y18-z7xa-e733y906f25a;32;Female;Premium;3,64;12;Europe;Tablet;17,99;Credit Card;4;0,28;Drama
207339x4-84f7-4562-aeaz-481ya61807y6;53;Female;Premium;1,25;37;Asia;Mobile;17,99;PayPal;5;0,03;Action
755f3ee0-6334-4300-8117-xx9x43x6z113;44;Female;Basic;3,72;37;Oceania;TV;8,99;Debit Card;1;0,1;Documentary
5yx4zy7f-42fe-4ya5-8903-f154z5473974;25;Male;Basic;1,27;43;Asia;Mobile;8,99;Debit Card;2;0,03;Sci-Fi
803z8187-x2yx-405e-9016-a8aa418384e1;60;Male;Premium;2,52;32;Asia;Tablet;17,99;PayPal;4;0,08;Drama
61ex2y75-3159-4640-9a7f-axzxyx9f6144;68;Male;Standard;1,68;33;Africa;Desktop;13,99;Credit Card;3;0,05;Drama
47ef1fx4-7788-481e-829y-azx737xzx61f;22;Other;Premium;0,43;23;Europe;Tablet;17,99;Credit Card;4;0,02;Horror
2820y5f3-3394-45aa-930f-e4e26a781y66;43;Male;Basic;50,47;37;Africa;Laptop;8,99;Debit Card;4;1,33;Sci-Fi
3080z07y-545a-4370-9485-z288xe08764f;65;Female;Basic;3,46;48;Oceania;Tablet;8,99;Credit Card;4;0,07;Drama
y0874a78-xyz0-4a64-z41x-1995f7y54yaz;38;Male;Basic;5,46;5;Oceania;TV;8,99;Gift Card;2;0,91;Horror
y2exf117-ey72-4ee9-zf3y-zz67ea3ye636;61;Other;Premium;2,22;43;Asia;TV;17,99;Gift Card;4;0,05;Documentary
8eeze75f-x578-48f5-9y59-5a5864xfa1y2;68;Female;Premium;27,23;53;North America;Desktop;17,99;Gift Card;3;0,5;Documentary
x87y00e4-e192-46ea-a7yf-353a90x06715;54;Male;Standard;8,18;36;Oceania;Mobile;13,99;Credit Card;2;0,22;Documentary
10x5f159-a06x-4y0z-8ya6-20231zeefa15;28;Male;Premium;4,6;16;South America;Mobile;17,99;PayPal;4;0,27;Action
7ffex6ay-xz02-4e27-9368-551fz7z66687;54;Other;Basic;12,13;50;South America;Tablet;8,99;Crypto;1;0,24;Romance
y8a454e7-9yfx-41xe-a06e-f0251zeyf007;63;Female;Basic;3,65;55;South America;Desktop;8,99;Crypto;5;0,07;Comedy
2f7zy8a8-1433-4y9e-976x-02584059x9y4;59;Other;Basic;10,87;31;South America;Laptop;8,99;Debit Card;4;0,34;Comedy
724af657-0xf2-4775-8850-9e3yx124f620;54;Other;Basic;30,06;37;Oceania;TV;8,99;Gift Card;2;0,79;Action
5y4z45aa-9549-406y-9z5a-efzy6faf2a36;62;Male;Premium;2,68;55;Africa;TV;17,99;Gift Card;1;0,05;Action
19ff99y9-4347-4ey5-9za7-x9680a0268a6;54;Female;Standard;15,72;0;Africa;Mobile;13,99;PayPal;5;15,72;Romance
f933y9ef-6e58-4e70-z20x-e7x40e7y0ea2;37;Male;Standard;2,31;28;Asia;Laptop;13,99;PayPal;1;0,08;Horror
e334exay-479f-4209-a523-985x5244f439;64;Male;Standard;22,72;32;North America;Laptop;13,99;PayPal;1;0,69;Romance
76yf661x-95yz-4z43-zx4e-a2fz1e1ya16y;26;Other;Premium;4,76;27;Oceania;Mobile;17,99;Crypto;4;0,17;Documentary
2736897f-a383-4813-zz71-2a3z303xy1ze;41;Other;Premium;2,74;19;Asia;Laptop;17,99;Debit Card;3;0,14;Sci-Fi
x178f7f4-f66z-4f59-8az8-x15e9z51a915;60;Female;Standard;17,42;27;Asia;Desktop;13,99;Credit Card;5;0,62;Action
14505y8a-5x16-4808-8a62-75fyxfzz28x1;56;Female;Premium;10,22;56;Africa;TV;17,99;Debit Card;5;0,18;Drama
a20zx2y0-01y9-46f2-883e-axxy3a0z0az3;20;Other;Premium;5,12;18;Oceania;Desktop;17,99;PayPal;1;0,27;Action
3a85yz4f-fze6-43yx-9e48-561e968a38za;19;Female;Premium;2,3;1;South America;Mobile;17,99;Crypto;3;1,15;Comedy
xf6931fz-0022-4y8a-a665-x7a6fa7e896x;20;Female;Standard;1,45;0;North America;Tablet;13,99;Gift Card;5;1,45;Horror
a4yfay30-906y-46y6-9613-799375az5y8a;57;Female;Premium;19,3;42;Europe;Desktop;17,99;Gift Card;4;0,45;Romance
4ayyz3x6-yz3e-4912-955e-5y7az5z2f60a;61;Male;Premium;34,86;23;Oceania;Mobile;17,99;Crypto;3;1,45;Documentary
ee1y6064-32f6-488x-z0y5-e7ff7fy46x64;24;Other;Standard;4,89;58;South America;Mobile;13,99;Debit Card;2;0,08;Action
x3z41960-y2z4-4zf5-92yz-243fx3xx3839;47;Other;Standard;24,11;31;Europe;Laptop;13,99;PayPal;3;0,75;Sci-Fi
88007999-8185-4y2y-8zz7-019af9a4268a;68;Female;Standard;81,07;42;North America;Laptop;13,99;Debit Card;1;1,89;Documentary
zzy959z5-3e2x-486x-afe6-f5604yyx8353;40;Other;Basic;0,86;5;Oceania;Tablet;8,99;Debit Card;2;0,14;Documentary
y7070081-a154-4414-z413-zef90z05e624;42;Male;Premium;1,91;44;Europe;Mobile;17,99;Crypto;1;0,04;Action
0048f001-a72y-4307-8f2x-3820zxf4ex80;59;Other;Basic;14,32;47;South America;Laptop;8,99;Credit Card;1;0,3;Horror
37x89xf6-e945-4365-z6zf-f153ff42xza6;59;Other;Basic;0,09;25;Europe;Laptop;8,99;Crypto;2;0;Sci-Fi
81264692-e2fx-4344-9f2z-0826x6zz7exf;33;Male;Premium;9,68;57;Asia;Laptop;17,99;Gift Card;1;0,17;Documentary
0z23f53y-z88a-4f84-9ax7-a5y6y58468y1;24;Male;Standard;13,71;51;Oceania;Mobile;13,99;Debit Card;1;0,26;Horror
zaf77y0z-ae75-441e-a9ya-10xyz0ya8a86;45;Female;Premium;11,99;54;North America;Desktop;17,99;Credit Card;2;0,22;Horror
e6f30248-yaxa-456a-9zax-60136760979z;48;Male;Premium;7,18;53;Asia;Tablet;17,99;Debit Card;4;0,13;Comedy
07z6xe05-0028-418a-9e1y-09a345zx813y;39;Male;Standard;31,83;2;Africa;Mobile;13,99;Crypto;5;10,61;Horror
a07f537a-651f-4zfx-894y-91x437fe5a2f;25;Male;Standard;7,26;43;Oceania;Desktop;13,99;PayPal;1;0,17;Action
49x28e48-9z37-4e3x-z921-06z3y1ff01f3;64;Male;Premium;3,51;30;Europe;Tablet;17,99;PayPal;5;0,11;Action
005zfa8f-2z5z-4z77-8285-3zf38fy632xa;25;Male;Premium;16,61;34;Oceania;Mobile;17,99;Debit Card;4;0,47;Comedy
6463ey75-e456-45e7-8yfz-a377f3842234;59;Female;Basic;6,96;4;Asia;TV;8,99;PayPal;2;1,39;Horror
ayyyzzx5-848f-4151-a9e8-33e653x4e494;64;Male;Premium;15,22;4;North America;Laptop;17,99;Gift Card;1;3,04;Documentary
31f056a8-4f89-4x97-a971-x157f79285y2;62;Other;Premium;4,99;10;North America;TV;17,99;Debit Card;2;0,45;Comedy
86222aa8-5671-4y15-z626-a0z47e66afyf;57;Male;Standard;3,73;5;Europe;Laptop;13,99;PayPal;2;0,62;Comedy
3a338129-8z57-498x-z986-04y650132y87;24;Female;Premium;30,8;19;Europe;Mobile;17,99;Credit Card;5;1,54;Romance
119a8e37-6e68-4055-z5zz-012e97zy9ffz;51;Other;Basic;36,62;43;North America;Laptop;8,99;Credit Card;4;0,83;Horror
8yz6x729-372a-415e-a63f-7460zf042fz5;69;Female;Basic;4,81;22;South America;TV;8,99;Gift Card;2;0,21;Action
6yxf0799-8y0y-40af-8522-41yz8xexzx76;20;Female;Standard;4,28;14;North America;Tablet;13,99;Debit Card;5;0,29;Sci-Fi
fx0ef1ea-371a-4e71-8fz7-y9a05f7yyx03;46;Female;Standard;10,98;20;Africa;Mobile;13,99;Gift Card;5;0,52;Sci-Fi
0x84a40e-1axf-46a9-850f-312e3efx401z;21;Male;Premium;3,06;24;North America;Mobile;17,99;PayPal;4;0,12;Romance
3fexe56x-0x7a-4aa2-93z7-ayy1341f620z;56;Other;Standard;16,86;34;South America;TV;13,99;Credit Card;2;0,48;Action
y55zx57e-3y4f-495y-ze97-x55y21z22f6f;18;Other;Premium;8,3;41;Oceania;Mobile;17,99;Crypto;5;0,2;Romance
7z4e29ze-zaa8-42y4-a7e8-3a707x8ef336;69;Female;Basic;40,16;16;Asia;TV;8,99;Debit Card;4;2,36;Drama
00e9f683-9379-4296-a5a6-76zy2y9xx117;58;Female;Premium;0,45;7;Oceania;TV;17,99;Crypto;1;0,06;Sci-Fi
3y9f262f-a793-4935-8967-y74xzaxf9938;65;Female;Standard;45,1;58;Africa;Tablet;13,99;Credit Card;3;0,76;Romance
a70e3fy7-66f5-4az7-ay53-4875558a9a48;24;Other;Premium;15,55;30;Africa;Tablet;17,99;Gift Card;1;0,5;Horror
fz35081y-372z-46f2-afz1-a239y1ya535z;65;Other;Standard;1,64;15;South America;Tablet;13,99;Crypto;2;0,1;Horror
y214a79x-72x0-4384-8a5a-619721z76y8e;27;Other;Premium;2,3;1;Europe;Mobile;17,99;Credit Card;5;1,15;Romance
0090f79e-a776-489a-9112-5f71e7870f94;53;Female;Standard;0,89;42;Europe;TV;13,99;Credit Card;3;0,02;Romance
xf3978yy-64e6-4e40-9yx3-10a6a5xxa843;22;Female;Premium;26,78;38;Europe;Desktop;17,99;PayPal;4;0,69;Comedy
174z96xe-7z2x-4934-a5a0-35za2x435y5a;63;Female;Premium;2,81;0;South America;Tablet;17,99;Gift Card;5;2,81;Drama
69aexea2-3081-4y29-805a-y76exff4y5a3;29;Female;Standard;3,69;1;North America;Tablet;13,99;Credit Card;1;1,84;Documentary
